0,0,-1880.318499
1.616766469,0,-1648.657716
3.23353294,0,-1451.986904
4.850299409,0,-1257.85895
6.467065877,0,-1025.474665
8.083832348,0,-746.5280123
9.700598817,0,-467.58136
11.31736529,0,-428.4097988
12.93413176,0,-396.6990041
14.55089823,0,-349.6525883
16.1676647,0,-286.5555754
17.78443117,0,-223.6566974
19.40119764,0,-187.3462867
21.01796411,0,-151.035876
22.63473058,0,-118.3469599
24.25149705,0,-88.91911832
25.86826352,0,-57.59371877
27.48502999,0,14.0299379
29.10179646,0,85.65359456
30.71856293,0,151.777238
32.3353294,0,213.6448954
33.95209587,0,445.425706
35.56886234,0,508.223639
37.18562881,0,571.0215721
38.80239528,0,481.1823885
40.41916175,0,290.1480187
42.03592822,0,119.7844315
43.65269469,0,100.8383741
45.26946116,0,81.89231665
46.88622763,0,95.62736547
48.5029941,0,127.8331303
50.11976057,0,156.335936
51.73652704,0,165.0592958
53.35329351,0,173.7826557
54.97005998,0,252.3426347
56.58682645,0,364.3016735
58.20359291,0,476.3636565
59.82035939,0,588.8498993
61.43712585,0,701.3361421
63.05389233,0,757.4164028
64.67065879,0,790.9083189
66.28742527,0,846.6655996
67.90419173,0,975.7835877
69.52095821,0,1104.901576
71.13772467,0,1150.625772
72.75449114,0,1168.792367
74.37125761,0,1210.310672
75.98802408,0,1314.833532
77.60479055,0,1419.356393
79.22155702,0,1364.979777
80.83832349,0,1268.159674
82.45508996,0,1156.243918
84.07185643,0,1010.40954
85.6886229,0,864.5751615
87.30538937,0,784.7528997
88.92215584,0,718.7617567
90.53892231,0,658.5133379
92.15568878,0,609.1408783
93.77245525,0,559.7684186
95.38922172,0,625.8403618
97.00598819,0,710.0307668
98.62275466,0,780.09325
100.2395211,0,827.4088222
101.8562876,0,874.7243943
103.4730541,0,894.2820999
105.0898205,0,910.8212057
106.706587,0,879.0110303
108.3233535,0,780.6257963
109.94012,0,682.2405623
111.5568864,0,813.2513118
113.1736529,0,959.0362955
114.7904194,0,1038.952034
116.4071858,0,1041.005207
118.0239523,0,1043.05838
119.6407188,0,937.3277474
121.2574852,0,829.0671309
122.8742517,0,753.7437096
124.4910182,0,711.9085054
126.1077847,0,672.4758318
127.7245511,0,794.7582485
129.3413176,0,917.0406652
130.9580841,0,940.6083968
132.5748505,0,877.8328733
134.191617,0,822.6449972
135.8083835,0,905.191678
137.4251499,0,987.7383588
139.0419164,0,1052.481316
140.6586829,0,1103.848059
142.2754493,0,1155.364179
143.8922158,0,1208.39462
145.5089823,0,1261.425062
147.1257488,0,1388.415096
148.7425152,0,1562.975105
150.3592817,0,1717.234698
151.9760482,0,1732.400225
153.5928146,0,1747.565752
155.2095811,0,1748.078871
156.8263476,0,1740.567788
158.443114,0,1757.410955
160.0598805,0,1897.561262
161.676647,0,2037.711569
163.2934135,0,1757.367704
164.9101799,0,1371.681743
166.5269464,0,1060.840712
168.1437129,0,1044.747314
169.7604793,0,1028.653916
171.3772458,0,998.9889422
172.9940123,0,964.0799318
174.6107787,0,939.8583786
176.2275452,0,949.4655836
177.8443117,0,959.0727887
179.4610782,0,933.1092447
181.0778446,0,895.8429447
182.6946111,0,867.2170786
184.3113776,0,861.0702523
185.928144,0,854.923426
187.5449105,0,946.4120668
189.161677,0,1062.855045
190.7784434,0,1194.799884
192.3952099,0,1360.419662
194.0119764,0,1526.039441
195.6287429,0,1425.743447
197.2455093,0,1272.524671
198.8622758,0,1195.469406
200.4790423,0,1258.133226
202.0958087,0,1320.797045
203.7125752,0,1439.784919
205.3293417,0,1567.071124
206.9461081,0,1656.028679
208.5628746,0,1685.130476
210.1796411,0,1714.232272
211.7964076,0,1856.707254
213.413174,0,2010.509959
215.0299405,0,2124.467348
216.646707,0,2185.162123
218.2634734,0,2245.856898
219.8802399,0,2190.998756
221.4970064,0,2129.639318
223.1137728,0,2168.751151
224.7305393,0,2323.217092
226.3473058,0,2477.683033
227.9640723,0,2343.993111
229.5808387,0,2205.709321
231.1976052,0,2124.009564
232.8143717,0,2098.197725
234.4311381,0,2071.43842
236.0479046,0,2002.326486
237.6646711,0,1933.214553
239.2814375,0,1997.042437
240.898204,0,2173.811133
242.5149705,0,2329.414439
244.131737,0,2150.192296
245.7485034,0,1970.970154
247.3652699,0,2031.968599
248.9820364,0,2268.179346
250.5988028,0,2474.144992
252.2155693,0,2398.641768
253.8323358,0,2323.138544
255.4491022,0,2284.803942
257.0658687,0,2269.657504
258.6826352,0,2252.185139
260.2994017,0,2219.758651
261.9161681,0,2187.332163
263.5329346,0,2072.052986
265.1497011,0,1912.821891
266.7664675,0,1829.794421
268.383234,0,2113.15637
270.0000005,0,2396.518318
0,2.250000002,-1880.318499
1.616766469,2.250000002,-1648.657716
3.23353294,2.250000002,-1451.986904
4.850299409,2.250000002,-1257.85895
6.467065877,2.250000002,-1025.474665
8.083832348,2.250000002,-746.5280123
9.700598817,2.250000002,-467.58136
11.31736529,2.250000002,-428.4097988
12.93413176,2.250000002,-396.6990041
14.55089823,2.250000002,-349.6525883
16.1676647,2.250000002,-286.5555754
17.78443117,2.250000002,-223.6566974
19.40119764,2.250000002,-187.3462867
21.01796411,2.250000002,-151.035876
22.63473058,2.250000002,-118.3469599
24.25149705,2.250000002,-88.91911832
